id,title,abstract
18947,Combining work and study – a solution?,"['anyone', 'dealing', 'regularly', 'with', 'advising', 'student', 'is', 'aware', 'of', 'the', 'conflict', 'between', 'academic', 'and', 'non', 'academic', 'pursuit', 'in', 'particular', 'paid', 'employment', 'that', 'can', 'lead', 'to', 'under', 'performance', 'and', 'absence', 'frequently', 'followed', 'by', 'withdrawal', 'from', 'the', 'course', 'work', 'ha', 'been', 'perceived', 'a', 'conflicting', 'with', 'study', 'rather', 'than', 'enhancing', 'the', 'learning', 'experience', 'unless', 'it', 'is', 'part', 'of', 'a', 'sandwich', 'course', 'current', 'progression', 'rate', 'indicate', 'that', 'some', 'of', 'those', 'withdrawing', 'at', 'first', 'and', 'second', 'year', 'are', 'working', 'part', 'time', 'and', 'not', 'combining', 'work', 'and', 'study', 'effectively', 'in', 'order', 'to', 'address', 'this', 'issue', 'it', 'wa', 'necessary', 'to', 'devise', 'a', 'structured', 'approach', 'that', 'gave', 'credit', 'to', 'student', 'whilst', 'at', 'work', 'that', 'also', 'enhanced', 'the', 'learning', 'experience', 'to', 'that', 'end', 'the', 'advisor', 'of', 'study', 'devised', 'a', 'module', 'to', 'help', 'student', 'structure', 'their', 'personal', 'development', 'for', 'work', 'and', 'study', 'the', 'purpose', 'of', 'introducing', 'the', 'module', 'were', 'to', 'improve', 'student', 'performance', 'in', 'examination', 'and', 'coursework', 'minimise', 'drop', 'out', 'rate', 'the', 'design', 'of', 'the', 'programme', 'integrates', 'the', 'skill', 'required', 'for', 'academic', 'study', 'with', 'those', 'developed', 'a', 'a', 'result', 'of', 'employment', 'voluntary', 'work', 'or', 'vocational', 'training', 'that', 'is', 'not', 'otherwise', 'recognised', 'a', 'a', 'part', 'of', 'the', 'course', 'undertaken', 'the', 'module', 'aim', 'to', 'counteract', 'this', 'cause', 'of', 'poor', 'progression', 'by', 'acknowledging', 'and', 'directing', 'the', 'skill', 'and', 'knowledge', 'attained', 'in', 'a', 'non', 'academic', 'environment', 'student', 'who', 'leave', 'with', 'the', 'diploma', 'in', 'higher', 'education', 'and', 'utilised', 'this', 'option', 'are', 'expected', 'to', 'be', 'more', 'likely', 'to', 'return', 'to', 'their', 'study', 'at', 'a', 'later', 'date', 'in', 'conjunction', 'with', 'the', 'assessment', 'strategy', 'adopted', 'it', 'is', 'envisaged', 'that', 'the', 'module', 'will', 'to', 'a', 'certain', 'extent', 'address', 'one', 'cause', 'of', 'poor', 'progression']"
18949,Analysis of efficacy of a biocontrol agent to reduce the transmission of infection in damping-off epidemics,"['we', 'demonstrate', 'a', 'simple', 'analysis', 'based', 'on', 'generic', 'epidemiological', 'process', 'to', 'quantify', 'the', 'efficacy', 'of', 'trichoderma', 'harzianum', 'to', 'control', 'damping', 'off', 'disease', 'caused', 'by', 'rhizoctonia', 'solani', 'the', 'method', 'quantifies', 'the', 'rate', 'at', 'which', 'disease', 'is', 'transmitted', 'in', 'a', 'population', 'of', 'plant', 'and', 'we', 'use', 'the', 'reduction', 'in', 'disease', 'transmission', 'a', 'a', 'measure', 'for', 'efficacy', 'of', 'the', 'control', 'agent', 'using', 'epidemic', 'in', 'replicated', 'microcosm', 'we', 'show', 'how', 'the', 'method', 'can', 'be', 'used', 'to', 'quantify', 'i', 'a', 'reduction', 'in', 'the', 'secondary', 'transmission', 'rate', 'ii', 'the', 'effect', 'of', 'soil', 'type', 'on', 'the', 'efficacy', 'of', 'biocontrol', 'and', 'iii', 'the', 'effect', 'of', 'the', 'timing', 'of', 'the', 'application', 'on', 'the', 'efficacy', 'of', 'biocontrol']"
18949,Analysis of efficacy of a biocontrol agent to reduce the transmission of infection in damping-off epidemics,"['we', 'demonstrate', 'a', 'simple', 'analysis', 'based', 'on', 'generic', 'epidemiological', 'process', 'to', 'quantify', 'the', 'efficacy', 'of', 'trichoderma', 'harzianum', 'to', 'control', 'damping', 'off', 'disease', 'caused', 'by', 'rhizoctonia', 'solani', 'the', 'method', 'quantifies', 'the', 'rate', 'at', 'which', 'disease', 'is', 'transmitted', 'in', 'a', 'population', 'of', 'plant', 'and', 'we', 'use', 'the', 'reduction', 'in', 'disease', 'transmission', 'a', 'a', 'measure', 'for', 'efficacy', 'of', 'the', 'control', 'agent', 'using', 'epidemic', 'in', 'replicated', 'microcosm', 'we', 'show', 'how', 'the', 'method', 'can', 'be', 'used', 'to', 'quantify', 'i', 'a', 'reduction', 'in', 'the', 'secondary', 'transmission', 'rate', 'ii', 'the', 'effect', 'of', 'soil', 'type', 'on', 'the', 'efficacy', 'of', 'biocontrol', 'and', 'iii', 'the', 'effect', 'of', 'the', 'timing', 'of', 'the', 'application', 'on', 'the', 'efficacy', 'of', 'biocontrol']"
18949,Analysis of efficacy of a biocontrol agent to reduce the transmission of infection in damping-off epidemics,"['we', 'demonstrate', 'a', 'simple', 'analysis', 'based', 'on', 'generic', 'epidemiological', 'process', 'to', 'quantify', 'the', 'efficacy', 'of', 'trichoderma', 'harzianum', 'to', 'control', 'damping', 'off', 'disease', 'caused', 'by', 'rhizoctonia', 'solani', 'the', 'method', 'quantifies', 'the', 'rate', 'at', 'which', 'disease', 'is', 'transmitted', 'in', 'a', 'population', 'of', 'plant', 'and', 'we', 'use', 'the', 'reduction', 'in', 'disease', 'transmission', 'a', 'a', 'measure', 'for', 'efficacy', 'of', 'the', 'control', 'agent', 'using', 'epidemic', 'in', 'replicated', 'microcosm', 'we', 'show', 'how', 'the', 'method', 'can', 'be', 'used', 'to', 'quantify', 'i', 'a', 'reduction', 'in', 'the', 'secondary', 'transmission', 'rate', 'ii', 'the', 'effect', 'of', 'soil', 'type', 'on', 'the', 'efficacy', 'of', 'biocontrol', 'and', 'iii', 'the', 'effect', 'of', 'the', 'timing', 'of', 'the', 'application', 'on', 'the', 'efficacy', 'of', 'biocontrol']"
18950,Interconnectivity of habitats in soil: combining X-ray micro tomography and thin sectioning to reveal fungal-soil structure interactions,"['the', 'extreme', 'heterogeneity', 'and', 'interconnectivity', 'of', 'the', 'dimensional', 'pore', 'space', 'within', 'soil', 'make', 'it', 'a', 'unique', 'habitat', 'for', 'the', 'diverse', 'microbial', 'population', 'and', 'ha', 'a', 'pivotal', 'role', 'in', 'microbial', 'interaction', 'manipulation', 'and', 'quantification', 'of', 'the', 'dimensional', 'pore', 'space', 'and', 'the', 'spatial', 'distribution', 'of', 'micro', 'organism', 'is', 'therefore', 'essential', 'if', 'we', 'are', 'to', 'fully', 'understand', 'microbial', 'interaction', 'here', 'we', 'pack', 'soil', 'microcosm', 'at', 'different', 'bulk', 'density', 'to', 'manipulate', 'soil', 'structure', 'and', 'use', 'x', 'ray', 'micro', 'tomography', 'and', 'soil', 'thin', 'section', 'to', 'analyse', 'the', 'effect', 'on', 'the', 'connectivity', 'of', 'the', 'pore', 'volume', 'and', 'on', 'fungal', 'exploration']"
18950,Interconnectivity of habitats in soil: combining X-ray micro tomography and thin sectioning to reveal fungal-soil structure interactions,"['the', 'extreme', 'heterogeneity', 'and', 'interconnectivity', 'of', 'the', 'dimensional', 'pore', 'space', 'within', 'soil', 'make', 'it', 'a', 'unique', 'habitat', 'for', 'the', 'diverse', 'microbial', 'population', 'and', 'ha', 'a', 'pivotal', 'role', 'in', 'microbial', 'interaction', 'manipulation', 'and', 'quantification', 'of', 'the', 'dimensional', 'pore', 'space', 'and', 'the', 'spatial', 'distribution', 'of', 'micro', 'organism', 'is', 'therefore', 'essential', 'if', 'we', 'are', 'to', 'fully', 'understand', 'microbial', 'interaction', 'here', 'we', 'pack', 'soil', 'microcosm', 'at', 'different', 'bulk', 'density', 'to', 'manipulate', 'soil', 'structure', 'and', 'use', 'x', 'ray', 'micro', 'tomography', 'and', 'soil', 'thin', 'section', 'to', 'analyse', 'the', 'effect', 'on', 'the', 'connectivity', 'of', 'the', 'pore', 'volume', 'and', 'on', 'fungal', 'exploration']"
18950,Interconnectivity of habitats in soil: combining X-ray micro tomography and thin sectioning to reveal fungal-soil structure interactions,"['the', 'extreme', 'heterogeneity', 'and', 'interconnectivity', 'of', 'the', 'dimensional', 'pore', 'space', 'within', 'soil', 'make', 'it', 'a', 'unique', 'habitat', 'for', 'the', 'diverse', 'microbial', 'population', 'and', 'ha', 'a', 'pivotal', 'role', 'in', 'microbial', 'interaction', 'manipulation', 'and', 'quantification', 'of', 'the', 'dimensional', 'pore', 'space', 'and', 'the', 'spatial', 'distribution', 'of', 'micro', 'organism', 'is', 'therefore', 'essential', 'if', 'we', 'are', 'to', 'fully', 'understand', 'microbial', 'interaction', 'here', 'we', 'pack', 'soil', 'microcosm', 'at', 'different', 'bulk', 'density', 'to', 'manipulate', 'soil', 'structure', 'and', 'use', 'x', 'ray', 'micro', 'tomography', 'and', 'soil', 'thin', 'section', 'to', 'analyse', 'the', 'effect', 'on', 'the', 'connectivity', 'of', 'the', 'pore', 'volume', 'and', 'on', 'fungal', 'exploration']"
18951,Resilience of soil to biological invasion: analysis of spread on networks,"['a', 'network', 'model', 'for', 'soil', 'pore', 'volume', 'is', 'presented', 'and', 'applied', 'to', 'the', 'analysis', 'of', 'biological', 'invasion', 'of', 'microorganism', 'the', 'pore', 'geometry', 'of', 'two', 'soil', 'with', 'a', 'relatively', 'high', 'or', 'low', 'bulk', 'density', 'were', 'quantified', 'with', 'the', 'use', 'of', 'x', 'ray', 'tomography', 'and', 'network', 'were', 'constructed', 'to', 'present', 'the', 'pore', 'space', 'by', 'channel', 'connecting', 'intersecting', 'point', 'this', 'network', 'wa', 'subsequently', 'quantified', 'by', 'the', 'measurement', 'of', 'biologically', 'relevant', 'parameter', 'such', 'a', 'the', 'distribution', 'of', 'length', 'of', 'the', 'link', 'between', 'two', 'node', 'the', 'coordination', 'number', 'of', 'the', 'node', 'and', 'the', 'distribution', 'of', 'the', 'size', 'of', 'the', 'link', 'between', 'two', 'node', 'spread', 'of', 'microorganism', 'wa', 'subsequently', 'considered', 'a', 'a', 'function', 'of', 'these', 'characteristic', 'and', 'embedded', 'into', 'a', 'simple', 'epidemiological', 'model', 'for', 'spread', 'that', 'can', 'be', 'mapped', 'onto', 'percolation', 'theory', 'we', 'found', 'that', 'the', 'network', 'display', 'critical', 'behaviour', 'for', 'biological', 'invasion', 'with', 'a', 'greater', 'resilience', 'to', 'invasion', 'for', 'the', 'more', 'densely', 'packed', 'soil', 'we', 'also', 'found', 'that', 'inherent', 'heterogeneity', 'of', 'soil', 'system', 'further', 'contributes', 'to', 'resilience', 'to', 'invasion']"
18951,Resilience of soil to biological invasion: analysis of spread on networks,"['a', 'network', 'model', 'for', 'soil', 'pore', 'volume', 'is', 'presented', 'and', 'applied', 'to', 'the', 'analysis', 'of', 'biological', 'invasion', 'of', 'microorganism', 'the', 'pore', 'geometry', 'of', 'two', 'soil', 'with', 'a', 'relatively', 'high', 'or', 'low', 'bulk', 'density', 'were', 'quantified', 'with', 'the', 'use', 'of', 'x', 'ray', 'tomography', 'and', 'network', 'were', 'constructed', 'to', 'present', 'the', 'pore', 'space', 'by', 'channel', 'connecting', 'intersecting', 'point', 'this', 'network', 'wa', 'subsequently', 'quantified', 'by', 'the', 'measurement', 'of', 'biologically', 'relevant', 'parameter', 'such', 'a', 'the', 'distribution', 'of', 'length', 'of', 'the', 'link', 'between', 'two', 'node', 'the', 'coordination', 'number', 'of', 'the', 'node', 'and', 'the', 'distribution', 'of', 'the', 'size', 'of', 'the', 'link', 'between', 'two', 'node', 'spread', 'of', 'microorganism', 'wa', 'subsequently', 'considered', 'a', 'a', 'function', 'of', 'these', 'characteristic', 'and', 'embedded', 'into', 'a', 'simple', 'epidemiological', 'model', 'for', 'spread', 'that', 'can', 'be', 'mapped', 'onto', 'percolation', 'theory', 'we', 'found', 'that', 'the', 'network', 'display', 'critical', 'behaviour', 'for', 'biological', 'invasion', 'with', 'a', 'greater', 'resilience', 'to', 'invasion', 'for', 'the', 'more', 'densely', 'packed', 'soil', 'we', 'also', 'found', 'that', 'inherent', 'heterogeneity', 'of', 'soil', 'system', 'further', 'contributes', 'to', 'resilience', 'to', 'invasion']"
18951,Resilience of soil to biological invasion: analysis of spread on networks,"['a', 'network', 'model', 'for', 'soil', 'pore', 'volume', 'is', 'presented', 'and', 'applied', 'to', 'the', 'analysis', 'of', 'biological', 'invasion', 'of', 'microorganism', 'the', 'pore', 'geometry', 'of', 'two', 'soil', 'with', 'a', 'relatively', 'high', 'or', 'low', 'bulk', 'density', 'were', 'quantified', 'with', 'the', 'use', 'of', 'x', 'ray', 'tomography', 'and', 'network', 'were', 'constructed', 'to', 'present', 'the', 'pore', 'space', 'by', 'channel', 'connecting', 'intersecting', 'point', 'this', 'network', 'wa', 'subsequently', 'quantified', 'by', 'the', 'measurement', 'of', 'biologically', 'relevant', 'parameter', 'such', 'a', 'the', 'distribution', 'of', 'length', 'of', 'the', 'link', 'between', 'two', 'node', 'the', 'coordination', 'number', 'of', 'the', 'node', 'and', 'the', 'distribution', 'of', 'the', 'size', 'of', 'the', 'link', 'between', 'two', 'node', 'spread', 'of', 'microorganism', 'wa', 'subsequently', 'considered', 'a', 'a', 'function', 'of', 'these', 'characteristic', 'and', 'embedded', 'into', 'a', 'simple', 'epidemiological', 'model', 'for', 'spread', 'that', 'can', 'be', 'mapped', 'onto', 'percolation', 'theory', 'we', 'found', 'that', 'the', 'network', 'display', 'critical', 'behaviour', 'for', 'biological', 'invasion', 'with', 'a', 'greater', 'resilience', 'to', 'invasion', 'for', 'the', 'more', 'densely', 'packed', 'soil', 'we', 'also', 'found', 'that', 'inherent', 'heterogeneity', 'of', 'soil', 'system', 'further', 'contributes', 'to', 'resilience', 'to', 'invasion']"
18951,Resilience of soil to biological invasion: analysis of spread on networks,"['a', 'network', 'model', 'for', 'soil', 'pore', 'volume', 'is', 'presented', 'and', 'applied', 'to', 'the', 'analysis', 'of', 'biological', 'invasion', 'of', 'microorganism', 'the', 'pore', 'geometry', 'of', 'two', 'soil', 'with', 'a', 'relatively', 'high', 'or', 'low', 'bulk', 'density', 'were', 'quantified', 'with', 'the', 'use', 'of', 'x', 'ray', 'tomography', 'and', 'network', 'were', 'constructed', 'to', 'present', 'the', 'pore', 'space', 'by', 'channel', 'connecting', 'intersecting', 'point', 'this', 'network', 'wa', 'subsequently', 'quantified', 'by', 'the', 'measurement', 'of', 'biologically', 'relevant', 'parameter', 'such', 'a', 'the', 'distribution', 'of', 'length', 'of', 'the', 'link', 'between', 'two', 'node', 'the', 'coordination', 'number', 'of', 'the', 'node', 'and', 'the', 'distribution', 'of', 'the', 'size', 'of', 'the', 'link', 'between', 'two', 'node', 'spread', 'of', 'microorganism', 'wa', 'subsequently', 'considered', 'a', 'a', 'function', 'of', 'these', 'characteristic', 'and', 'embedded', 'into', 'a', 'simple', 'epidemiological', 'model', 'for', 'spread', 'that', 'can', 'be', 'mapped', 'onto', 'percolation', 'theory', 'we', 'found', 'that', 'the', 'network', 'display', 'critical', 'behaviour', 'for', 'biological', 'invasion', 'with', 'a', 'greater', 'resilience', 'to', 'invasion', 'for', 'the', 'more', 'densely', 'packed', 'soil', 'we', 'also', 'found', 'that', 'inherent', 'heterogeneity', 'of', 'soil', 'system', 'further', 'contributes', 'to', 'resilience', 'to', 'invasion']"
18952,Integrating physical and chemical techniques to characterise soil microsites,"['many', 'problem', 'in', 'environmental', 'and', 'soil', 'research', 'require', 'technique', 'that', 'quantify', 'the', 'soil', 'microenvironment', 'it', 'ha', 'become', 'increasingly', 'apparent', 'that', 'we', 'need', 'novel', 'micro', 'analytical', 'technique', 'to', 'compliment', 'well', 'established', 'method', 'that', 'study', 'soil', 'at', 'macro', 'spatial', 'scale', 'despite', 'tremendous', 'progress', 'in', 'this', 'field', 'over', 'the', 'last', 'decade', 'quantitative', 'method', 'have', 'developed', 'within', 'separate', 'discipline', 'and', 'operate', 'at', 'different', 'spatial', 'scale', 'hampering', 'their', 'integration', 'moreover', 'it', 'mean', 'that', 'opportunity', 'to', 'integrate', 'these', 'method', 'may', 'be', 'overlooked', 'in', 'this', 'paper', 'we', 'develop', 'method', 'that', 'enable', 'integration', 'of', 'a', 'd', 'non', 'invasive', 'technique', 'to', 'characterise', 'soil', 'structure', 'x', 'ray', 'ct', 'with', 'a', 'd', 'spectroscopic', 'method', 'that', 'characterises', 'the', 'spatial', 'distribution', 'of', 'chemical', 'element', 'on', 'surface', 'sem', 'edx', 'first', 'we', 'developed', 'statistical', 'software', 'to', 'locate', 'the', 'd', 'plane', 'in', 'which', 'sem', 'edx', 'analysis', 'were', 'performed', 'within', 'the', 'd', 'volume', 'then', 'we', 'demonstrate', 'that', 'selected', 'compound', 'including', 'particulate', 'source', 'of', 'c', 'and', 'caco3', 'can', 'be', 'quantified', 'with', 'sem', 'edx', 'and', 'subsequently', 'visualized', 'within', 'the', 'd', 'soil', 'environment', 'finally', 'we', 'demonstrated', 'that', 'when', 'we', 'characterized', 'sequential', 'slice', 'with', 'sem', 'edx', 'we', 'could', 'use', 'co', 'kriging', 'method', 'to', 'predict', 'the', 'd', 'spatial', 'distribution', 'of', 'chemical', 'element', 'we', 'discus', 'the', 'possibility', 'and', 'problem', 'that', 'need', 'to', 'be', 'resolved', 'to', 'combine', 'these', 'method']"
18952,Integrating physical and chemical techniques to characterise soil microsites,"['many', 'problem', 'in', 'environmental', 'and', 'soil', 'research', 'require', 'technique', 'that', 'quantify', 'the', 'soil', 'microenvironment', 'it', 'ha', 'become', 'increasingly', 'apparent', 'that', 'we', 'need', 'novel', 'micro', 'analytical', 'technique', 'to', 'compliment', 'well', 'established', 'method', 'that', 'study', 'soil', 'at', 'macro', 'spatial', 'scale', 'despite', 'tremendous', 'progress', 'in', 'this', 'field', 'over', 'the', 'last', 'decade', 'quantitative', 'method', 'have', 'developed', 'within', 'separate', 'discipline', 'and', 'operate', 'at', 'different', 'spatial', 'scale', 'hampering', 'their', 'integration', 'moreover', 'it', 'mean', 'that', 'opportunity', 'to', 'integrate', 'these', 'method', 'may', 'be', 'overlooked', 'in', 'this', 'paper', 'we', 'develop', 'method', 'that', 'enable', 'integration', 'of', 'a', 'd', 'non', 'invasive', 'technique', 'to', 'characterise', 'soil', 'structure', 'x', 'ray', 'ct', 'with', 'a', 'd', 'spectroscopic', 'method', 'that', 'characterises', 'the', 'spatial', 'distribution', 'of', 'chemical', 'element', 'on', 'surface', 'sem', 'edx', 'first', 'we', 'developed', 'statistical', 'software', 'to', 'locate', 'the', 'd', 'plane', 'in', 'which', 'sem', 'edx', 'analysis', 'were', 'performed', 'within', 'the', 'd', 'volume', 'then', 'we', 'demonstrate', 'that', 'selected', 'compound', 'including', 'particulate', 'source', 'of', 'c', 'and', 'caco3', 'can', 'be', 'quantified', 'with', 'sem', 'edx', 'and', 'subsequently', 'visualized', 'within', 'the', 'd', 'soil', 'environment', 'finally', 'we', 'demonstrated', 'that', 'when', 'we', 'characterized', 'sequential', 'slice', 'with', 'sem', 'edx', 'we', 'could', 'use', 'co', 'kriging', 'method', 'to', 'predict', 'the', 'd', 'spatial', 'distribution', 'of', 'chemical', 'element', 'we', 'discus', 'the', 'possibility', 'and', 'problem', 'that', 'need', 'to', 'be', 'resolved', 'to', 'combine', 'these', 'method']"
18952,Integrating physical and chemical techniques to characterise soil microsites,"['many', 'problem', 'in', 'environmental', 'and', 'soil', 'research', 'require', 'technique', 'that', 'quantify', 'the', 'soil', 'microenvironment', 'it', 'ha', 'become', 'increasingly', 'apparent', 'that', 'we', 'need', 'novel', 'micro', 'analytical', 'technique', 'to', 'compliment', 'well', 'established', 'method', 'that', 'study', 'soil', 'at', 'macro', 'spatial', 'scale', 'despite', 'tremendous', 'progress', 'in', 'this', 'field', 'over', 'the', 'last', 'decade', 'quantitative', 'method', 'have', 'developed', 'within', 'separate', 'discipline', 'and', 'operate', 'at', 'different', 'spatial', 'scale', 'hampering', 'their', 'integration', 'moreover', 'it', 'mean', 'that', 'opportunity', 'to', 'integrate', 'these', 'method', 'may', 'be', 'overlooked', 'in', 'this', 'paper', 'we', 'develop', 'method', 'that', 'enable', 'integration', 'of', 'a', 'd', 'non', 'invasive', 'technique', 'to', 'characterise', 'soil', 'structure', 'x', 'ray', 'ct', 'with', 'a', 'd', 'spectroscopic', 'method', 'that', 'characterises', 'the', 'spatial', 'distribution', 'of', 'chemical', 'element', 'on', 'surface', 'sem', 'edx', 'first', 'we', 'developed', 'statistical', 'software', 'to', 'locate', 'the', 'd', 'plane', 'in', 'which', 'sem', 'edx', 'analysis', 'were', 'performed', 'within', 'the', 'd', 'volume', 'then', 'we', 'demonstrate', 'that', 'selected', 'compound', 'including', 'particulate', 'source', 'of', 'c', 'and', 'caco3', 'can', 'be', 'quantified', 'with', 'sem', 'edx', 'and', 'subsequently', 'visualized', 'within', 'the', 'd', 'soil', 'environment', 'finally', 'we', 'demonstrated', 'that', 'when', 'we', 'characterized', 'sequential', 'slice', 'with', 'sem', 'edx', 'we', 'could', 'use', 'co', 'kriging', 'method', 'to', 'predict', 'the', 'd', 'spatial', 'distribution', 'of', 'chemical', 'element', 'we', 'discus', 'the', 'possibility', 'and', 'problem', 'that', 'need', 'to', 'be', 'resolved', 'to', 'combine', 'these', 'method']"
18952,Integrating physical and chemical techniques to characterise soil microsites,"['many', 'problem', 'in', 'environmental', 'and', 'soil', 'research', 'require', 'technique', 'that', 'quantify', 'the', 'soil', 'microenvironment', 'it', 'ha', 'become', 'increasingly', 'apparent', 'that', 'we', 'need', 'novel', 'micro', 'analytical', 'technique', 'to', 'compliment', 'well', 'established', 'method', 'that', 'study', 'soil', 'at', 'macro', 'spatial', 'scale', 'despite', 'tremendous', 'progress', 'in', 'this', 'field', 'over', 'the', 'last', 'decade', 'quantitative', 'method', 'have', 'developed', 'within', 'separate', 'discipline', 'and', 'operate', 'at', 'different', 'spatial', 'scale', 'hampering', 'their', 'integration', 'moreover', 'it', 'mean', 'that', 'opportunity', 'to', 'integrate', 'these', 'method', 'may', 'be', 'overlooked', 'in', 'this', 'paper', 'we', 'develop', 'method', 'that', 'enable', 'integration', 'of', 'a', 'd', 'non', 'invasive', 'technique', 'to', 'characterise', 'soil', 'structure', 'x', 'ray', 'ct', 'with', 'a', 'd', 'spectroscopic', 'method', 'that', 'characterises', 'the', 'spatial', 'distribution', 'of', 'chemical', 'element', 'on', 'surface', 'sem', 'edx', 'first', 'we', 'developed', 'statistical', 'software', 'to', 'locate', 'the', 'd', 'plane', 'in', 'which', 'sem', 'edx', 'analysis', 'were', 'performed', 'within', 'the', 'd', 'volume', 'then', 'we', 'demonstrate', 'that', 'selected', 'compound', 'including', 'particulate', 'source', 'of', 'c', 'and', 'caco3', 'can', 'be', 'quantified', 'with', 'sem', 'edx', 'and', 'subsequently', 'visualized', 'within', 'the', 'd', 'soil', 'environment', 'finally', 'we', 'demonstrated', 'that', 'when', 'we', 'characterized', 'sequential', 'slice', 'with', 'sem', 'edx', 'we', 'could', 'use', 'co', 'kriging', 'method', 'to', 'predict', 'the', 'd', 'spatial', 'distribution', 'of', 'chemical', 'element', 'we', 'discus', 'the', 'possibility', 'and', 'problem', 'that', 'need', 'to', 'be', 'resolved', 'to', 'combine', 'these', 'method']"
18953,Effect of soil management on pore geometry and the implications for fungal invasion and interactions,"['despite', 'the', 'importance', 'of', 'fungi', 'in', 'soil', 'functioning', 'they', 'have', 'received', 'comparatively', 'little', 'attention', 'and', 'our', 'understanding', 'of', 'fungal', 'interaction', 'and', 'community', 'is', 'lacking', 'this', 'study', 'aim', 'to', 'combine', 'a', 'physiologically', 'based', 'model', 'of', 'fungal', 'growth', 'and', 'interaction', 'with', 'digitized', 'image', 'of', 'undisturbed', 'soil', 'sample', 'from', 'contrasting', 'management', 'practice', 'to', 'determine', 'the', 'effect', 'of', 'physical', 'structure', 'on', 'fungal', 'growth', 'and', 'colonization', 'we', 'quantified', 'pore', 'geometry', 'of', 'the', 'undisturbed', 'soil', 'sample', 'from', 'long', 'term', 'agricultural', 'and', 'native', 'vegetation', 'land', 'us', 'modelled', 'invasion', 'of', 'a', 'single', 'fungal', 'specie', 'and', 'of', 'two', 'different', 'fungal', 'specie', 'within', 'the', 'soil', 'sample', 'and', 'evaluated', 'the', 'role', 'of', 'soil', 'structure', 'on', 'fungal', 'invasion', 'and', 'specie', 'interaction', 'in', 'particular', 'we', 'identified', 'those', 'characteristic', 'of', 'the', 'pore', 'volume', 'that', 'promote', 'or', 'exclude', 'fungal', 'invasion']"
18953,Effect of soil management on pore geometry and the implications for fungal invasion and interactions,"['despite', 'the', 'importance', 'of', 'fungi', 'in', 'soil', 'functioning', 'they', 'have', 'received', 'comparatively', 'little', 'attention', 'and', 'our', 'understanding', 'of', 'fungal', 'interaction', 'and', 'community', 'is', 'lacking', 'this', 'study', 'aim', 'to', 'combine', 'a', 'physiologically', 'based', 'model', 'of', 'fungal', 'growth', 'and', 'interaction', 'with', 'digitized', 'image', 'of', 'undisturbed', 'soil', 'sample', 'from', 'contrasting', 'management', 'practice', 'to', 'determine', 'the', 'effect', 'of', 'physical', 'structure', 'on', 'fungal', 'growth', 'and', 'colonization', 'we', 'quantified', 'pore', 'geometry', 'of', 'the', 'undisturbed', 'soil', 'sample', 'from', 'long', 'term', 'agricultural', 'and', 'native', 'vegetation', 'land', 'us', 'modelled', 'invasion', 'of', 'a', 'single', 'fungal', 'specie', 'and', 'of', 'two', 'different', 'fungal', 'specie', 'within', 'the', 'soil', 'sample', 'and', 'evaluated', 'the', 'role', 'of', 'soil', 'structure', 'on', 'fungal', 'invasion', 'and', 'specie', 'interaction', 'in', 'particular', 'we', 'identified', 'those', 'characteristic', 'of', 'the', 'pore', 'volume', 'that', 'promote', 'or', 'exclude', 'fungal', 'invasion']"
18953,Effect of soil management on pore geometry and the implications for fungal invasion and interactions,"['despite', 'the', 'importance', 'of', 'fungi', 'in', 'soil', 'functioning', 'they', 'have', 'received', 'comparatively', 'little', 'attention', 'and', 'our', 'understanding', 'of', 'fungal', 'interaction', 'and', 'community', 'is', 'lacking', 'this', 'study', 'aim', 'to', 'combine', 'a', 'physiologically', 'based', 'model', 'of', 'fungal', 'growth', 'and', 'interaction', 'with', 'digitized', 'image', 'of', 'undisturbed', 'soil', 'sample', 'from', 'contrasting', 'management', 'practice', 'to', 'determine', 'the', 'effect', 'of', 'physical', 'structure', 'on', 'fungal', 'growth', 'and', 'colonization', 'we', 'quantified', 'pore', 'geometry', 'of', 'the', 'undisturbed', 'soil', 'sample', 'from', 'long', 'term', 'agricultural', 'and', 'native', 'vegetation', 'land', 'us', 'modelled', 'invasion', 'of', 'a', 'single', 'fungal', 'specie', 'and', 'of', 'two', 'different', 'fungal', 'specie', 'within', 'the', 'soil', 'sample', 'and', 'evaluated', 'the', 'role', 'of', 'soil', 'structure', 'on', 'fungal', 'invasion', 'and', 'specie', 'interaction', 'in', 'particular', 'we', 'identified', 'those', 'characteristic', 'of', 'the', 'pore', 'volume', 'that', 'promote', 'or', 'exclude', 'fungal', 'invasion']"
